	"X8294_w_01.genes.results"	"X8295_w_01.genes.results"	"X8296_w_01.genes.results"	"X8297_nos_01.genes.results"	"X8298_nos_01.genes.results"	"X8299_nos_01.genes.results"	"X8300_w_23.genes.results"	"X8301_w_23.genes.results"	"X8302_w_23.genes.results"	"X8303_nos_23.genes.results"	"X8304_nos_23.genes.results"	"X8305_nos_23.genes.results"
"FBgn0044324"	6726.00	5671.00	4872.00	4926.00	5591.00	6295.00	7900.00	8169.00	8271.00	7951.00	9470.00	8846.00
"FBgn0044328"	3.00	3.00	8.00	4.00	10.00	8.00	72.00	65.00	80.00	42.00	50.00	60.00
"FBgn0044419"	1876.17	2136.75	1576.62	1218.88	1589.34	1538.86	101.65	117.88	90.58	251.05	343.12	138.92
"FBgn0044452"	3222.00	2291.00	2058.00	1938.00	1919.00	2512.00	1503.00	1478.00	1653.00	1645.00	2241.00	1972.00
"FBgn0044508"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0044510"	2501.66	3109.78	2735.59	2333.92	3311.08	3287.97	2242.65	2326.04	2113.32	3553.07	4656.47	3944.67
"FBgn0044511"	453.00	629.00	499.00	467.00	665.00	530.00	490.00	611.00	708.00	657.00	986.00	762.00
"FBgn0044809"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0044810"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0044811"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00	1.00
"FBgn0044812"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
"FBgn0044817"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0044823"	1891.45	1912.43	1616.98	1117.58	1395.51	1430.43	2244.97	2226.69	2089.63	1625.90	2038.78	1928.50
"FBgn0044826"	4695.00	3844.00	3541.00	2604.00	3293.00	3885.00	3526.00	3558.00	3953.00	3570.00	4731.00	4405.00
"FBgn0044871"	1289.00	1341.00	1096.00	891.00	1187.00	1095.00	1095.00	1005.00	962.00	1088.00	1262.00	1046.00
"FBgn0044872"	13.00	13.00	31.00	6.00	3.00	12.00	23.00	27.00	29.00	25.00	14.00	20.00
"FBgn0045035"	1267.00	1168.00	1022.00	850.00	885.00	1080.00	344.00	315.00	272.00	336.00	364.00	346.00
"FBgn0045038"	14.00	10.00	44.00	0.00	0.00	2.00	12.00	26.00	18.00	1.00	0.00	9.00
"FBgn0045063"	2827.00	2307.00	2009.00	1992.00	2166.00	2544.00	1588.00	1275.00	1153.00	1789.00	1873.00	1588.00
"FBgn0045064"	253.00	229.00	186.00	167.00	191.00	184.00	123.00	189.00	176.00	202.00	332.00	259.00
"FBgn0045073"	5099.00	5022.00	4149.00	2971.00	3854.00	3766.00	6145.00	6806.00	6200.00	4526.00	5865.00	5295.00
"FBgn0045442"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0045443"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0045468"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0045469"	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00
"FBgn0045470"	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0045471"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0045473"	0.00	0.00	1.00	0.00	0.00	2.00	0.00	1.00	1.00	1.00	4.00	2.00
"FBgn0045474"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
"FBgn0045476"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00
"FBgn0045477"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	1.00
"FBgn0045478"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0045479"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0045482"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0045483"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0045485"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0045486"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0045487"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0045495"	0.00	0.00	4.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00	0.00	0.00
"FBgn0045497"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0045498"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0045500"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0045501"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0045502"	0.00	0.00	1.00	0.00	0.00	0.50	0.00	0.00	0.00	0.50	2.00	0.00
"FBgn0045759"	4.00	9.00	5.00	11.00	13.00	29.00	15.00	37.00	27.00	48.00	68.00	34.00
"FBgn0045761"	1.00	4.00	16.00	1.00	1.00	11.00	8.00	13.00	14.00	33.00	31.00	22.00
"FBgn0045770"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00
"FBgn0045800"	78.00	118.00	91.00	83.00	138.00	136.00	311.00	522.00	624.00	355.00	589.00	480.00
"FBgn0045823"	4773.00	4310.00	4073.00	3147.00	4038.00	4423.00	3236.00	2889.00	2982.00	3828.00	4798.00	3894.00
"FBgn0045827"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0045842"	81.00	61.00	66.00	103.00	74.00	120.00	81.00	106.00	96.00	190.00	218.00	215.00
"FBgn0045843"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00
"FBgn0045852"	31.00	16.00	27.00	32.00	24.00	57.00	92.00	164.00	141.00	136.00	125.00	141.00
"FBgn0045862"	4278.00	3162.00	2385.00	3527.00	3125.00	4093.00	768.00	580.00	583.00	1677.00	1628.00	1273.00
"FBgn0045866"	2024.00	2104.00	1851.00	1606.00	1786.00	1932.00	1654.00	1818.00	1923.00	1780.00	2418.00	1885.00
"FBgn0045980"	5.00	5.00	5.00	4.00	2.00	5.00	6.00	14.00	14.00	4.00	7.00	11.00
"FBgn0046113"	5.00	1.00	7.00	0.00	0.00	15.00	12.00	10.00	15.00	21.00	10.00	15.00
"FBgn0046114"	4032.00	3633.00	3020.00	3243.00	3691.00	3683.00	2143.00	1986.00	1785.00	2713.00	2948.00	2420.00
"FBgn0046214"	17089.52	14970.00	9875.64	14215.57	13570.32	16034.03	1240.23	1433.63	1935.55	2868.11	3659.88	2359.24
"FBgn0046222"	3591.00	3137.00	2567.00	2575.00	2969.00	3132.00	2609.00	2534.00	2654.00	2731.00	3191.00	2857.00
"FBgn0046225"	811.00	606.00	479.00	588.00	647.00	680.00	93.00	131.00	139.00	241.00	319.00	224.00
"FBgn0046247"	1588.00	1504.00	1270.00	1100.00	1362.00	1428.00	993.00	933.00	870.00	1151.00	1274.00	1085.00
"FBgn0046253"	77.00	85.00	60.00	25.00	119.00	115.00	1105.00	1525.00	1693.00	606.00	945.00	997.00
"FBgn0046258"	0.00	2.00	2.00	1.00	0.00	15.00	1.00	1.00	2.00	20.00	21.00	25.00
"FBgn0046294"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0046296"	789.00	794.00	571.00	578.00	666.00	653.00	153.00	153.00	178.00	329.00	383.00	263.00
"FBgn0046297"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0046301"	427.00	474.00	381.00	374.00	442.00	472.00	238.00	306.00	401.00	318.00	517.00	347.00
"FBgn0046302"	24.00	17.00	60.00	4.00	1.00	33.00	34.00	75.00	51.00	36.00	28.00	37.00
"FBgn0046323"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0046332"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0046685"	957.00	860.00	751.00	427.00	494.00	585.00	306.00	271.00	183.00	367.00	309.00	292.00
"FBgn0046687"	1032.00	1068.00	884.00	840.00	834.00	1007.00	309.00	396.00	442.00	547.00	722.00	519.00
"FBgn0046689"	0.00	1.00	1.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	3.00
"FBgn0046692"	1777.00	2140.00	2158.00	900.00	1541.00	1258.00	2164.00	2390.00	2135.00	1487.00	2006.00	1751.00
"FBgn0046696"	2.00	4.00	2.00	15.00	6.00	5.00	2.00	8.00	8.00	12.00	11.00	8.00
"FBgn0046697"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0046698"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0046704"	3810.00	2620.00	2224.00	2550.00	2490.00	3114.00	1464.00	1211.00	1147.00	1870.00	1924.00	1888.00
"FBgn0046706"	2237.00	2595.00	2572.00	1487.00	2579.00	2182.00	3235.00	3951.00	4237.00	3129.00	4558.00	3751.00
"FBgn0046756"	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	2.00
"FBgn0046763"	8.00	6.00	23.00	12.00	13.00	36.00	15.00	56.00	33.00	57.00	80.00	57.00
"FBgn0046776"	2218.00	2047.00	2009.00	895.00	1250.00	1205.00	2457.00	2915.00	2969.00	1501.00	1622.00	1728.00
"FBgn0046793"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0046873"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0046874"	58.40	22.40	59.97	26.91	19.34	88.11	90.30	109.73	121.93	179.11	183.34	152.06
"FBgn0046875"	1.00	1.00	6.00	0.00	1.00	14.00	21.00	7.00	16.00	9.00	1.00	17.00
"FBgn0046876"	0.00	0.00	4.00	0.00	0.00	3.00	4.00	1.00	2.00	3.00	2.00	4.00
"FBgn0046878"	8.00	4.00	14.00	0.00	1.00	5.00	11.00	13.00	25.00	3.00	2.00	4.00
"FBgn0046879"	0.00	1.00	1.00	0.00	1.00	0.00	1.00	2.00	6.00	0.00	2.00	1.00
"FBgn0046880"	0.00	1.00	3.00	0.00	0.00	0.00	2.00	4.00	2.00	1.00	0.00	0.00
"FBgn0046885"	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00
"FBgn0046886"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0046887"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0046888"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0046999"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	2.00	1.00
"FBgn0047000"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0047038"	670.00	665.00	635.00	569.00	705.00	696.00	303.00	382.00	430.00	541.00	752.00	594.00
"FBgn0047092"	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	2.00	2.00
"FBgn0047095"	0.00	0.00	3.00	0.00	0.00	3.00	4.00	5.00	3.00	5.00	2.00	2.00
"FBgn0047114"	173.00	164.00	163.00	142.00	216.00	199.00	131.00	157.00	138.00	186.00	254.00	248.00
"FBgn0047135"	2607.00	2861.00	2731.00	2102.00	2977.00	2725.00	3342.00	3952.00	3950.00	3525.00	4425.00	3812.00
"FBgn0047178"	574.00	684.00	614.00	441.00	618.00	570.00	630.00	721.00	667.00	655.00	824.00	646.00
"FBgn0047199"	228.00	254.00	193.00	321.00	436.00	384.00	233.00	293.00	237.00	371.00	509.00	464.00
"FBgn0047205"	0.00	0.00	0.00	7.00	5.00	1.00	1.00	0.00	0.00	2.00	1.00	1.00
"FBgn0047330"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0047334"	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00
"FBgn0047338"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0047351"	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	2.00	2.00	1.00
"FBgn0050000"	1612.00	1816.00	1615.00	996.00	1199.00	1089.00	1795.00	2144.00	2129.00	1331.00	1882.00	1542.00
"FBgn0050001"	275.00	324.00	277.00	156.00	240.00	212.00	311.00	314.00	338.00	279.00	354.00	287.00
"FBgn0050005"	659.00	751.00	676.00	288.00	413.00	366.00	259.00	235.00	169.00	160.00	228.00	139.00
"FBgn0050008"	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00
"FBgn0050009"	0.00	3.00	4.00	20.00	8.00	18.00	9.00	7.00	13.00	53.00	62.00	50.00
"FBgn0050010"	116.00	137.00	80.00	111.00	117.00	111.00	16.00	31.00	14.00	119.00	137.00	90.00
"FBgn0050011"	1137.75	759.26	848.83	888.34	894.05	1149.02	966.43	893.15	828.39	1134.82	1340.12	1233.11
"FBgn0050015"	211.00	148.00	168.00	163.00	287.00	398.00	1645.00	2062.00	2460.00	1352.00	1985.00	1977.00
"FBgn0050016"	2.00	0.00	0.00	3.00	6.00	8.00	1.00	3.00	4.00	5.00	5.00	7.00
"FBgn0050018"	1.00	0.00	2.00	0.00	0.00	1.00	0.00	2.00	3.00	0.00	0.00	0.00
"FBgn0050020"	4730.00	3744.00	3232.00	2896.00	3078.00	3535.00	4317.00	4122.00	3737.00	3739.00	4161.00	3964.00
"FBgn0050021"	33.00	52.00	34.00	29.00	25.00	41.00	41.00	43.00	66.00	70.00	88.00	93.00
"FBgn0050022"	462.00	488.00	482.00	267.00	337.00	338.00	530.00	625.00	566.00	380.00	487.00	392.00
"FBgn0050025"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050026"	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	1.00	5.00	4.00
"FBgn0050029"	17.00	6.00	9.00	0.00	0.00	0.00	6.00	8.00	14.00	0.00	0.00	0.00
"FBgn0050031"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050033"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050035"	48.00	40.00	120.00	52.00	63.00	153.00	75.00	171.00	138.00	326.00	435.00	294.00
"FBgn0050036"	0.00	4.00	1.00	0.00	3.00	2.00	3.00	8.00	11.00	2.00	4.00	9.00
"FBgn0050037"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00
"FBgn0050039"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050042"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
"FBgn0050043"	7.00	10.00	40.00	1.00	0.00	2.00	18.00	49.00	38.00	6.00	11.00	13.00
"FBgn0050044"	1.00	0.00	1.00	0.00	0.00	1.00	4.00	11.00	9.00	8.00	1.00	3.00
"FBgn0050045"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0050046"	450.00	371.00	366.00	79.00	93.00	78.00	549.00	558.00	596.00	170.00	165.00	157.00
"FBgn0050047"	6.00	7.00	13.00	4.00	7.00	11.00	15.00	25.00	25.00	16.00	29.00	43.00
"FBgn0050048"	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050049"	5.00	3.00	12.00	0.00	3.00	2.00	9.00	12.00	8.00	11.00	36.00	14.00
"FBgn0050050"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050051"	460.00	577.00	484.00	165.00	225.00	199.00	59.00	42.00	74.00	75.00	73.00	55.00
"FBgn0050052"	2.00	0.00	16.00	0.00	1.00	0.00	6.00	14.00	13.00	0.00	2.00	2.00
"FBgn0050053"	0.00	1.00	1.00	0.00	1.00	1.00	0.00	3.00	1.00	3.00	1.00	1.00
"FBgn0050054"	251.49	202.33	172.12	132.78	129.40	134.00	98.01	97.09	52.04	89.61	90.30	75.72
"FBgn0050055"	1252.00	1333.00	1228.00	648.00	800.00	865.00	793.00	698.00	637.00	674.00	785.00	699.00
"FBgn0050056"	2.00	0.00	2.00	0.00	1.00	1.00	8.00	8.00	14.00	11.00	5.00	11.00
"FBgn0050058"	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050062"	0.00	0.00	0.00	1.00	2.00	3.00	4.00	3.00	4.00	12.00	15.00	16.00
"FBgn0050065"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050067"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0050069"	21.00	7.00	44.00	9.00	9.00	69.00	62.00	71.00	49.00	67.00	49.00	88.00
"FBgn0050072"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00
"FBgn0050073"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00
"FBgn0050074"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050075"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050076"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050077"	298.00	297.00	257.00	237.00	309.00	252.00	153.00	203.00	205.00	293.00	354.00	253.00
"FBgn0050080"	0.00	0.00	0.00	7.46	4.31	8.55	6.59	2.63	1.55	22.98	15.91	12.60
"FBgn0050081"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00
"FBgn0050082"	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050083"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050085"	12799.00	9911.00	8970.00	6610.00	6900.00	8049.00	11545.00	11405.00	10391.00	8948.00	9792.00	9178.00
"FBgn0050087"	1.00	0.00	0.00	0.00	1.00	1.00	2.00	1.00	1.00	1.00	4.00	1.00
"FBgn0050088"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	3.00
"FBgn0050089"	45.00	46.00	47.00	72.00	123.00	159.00	521.00	663.00	910.00	558.00	834.00	704.00
"FBgn0050090"	1.00	2.00	0.00	3.00	0.00	2.00	0.00	2.00	3.00	6.00	1.00	7.00
"FBgn0050091"	0.00	2.00	1.00	2.00	4.00	3.00	9.00	6.00	15.00	16.00	25.00	19.00
"FBgn0050093"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0050094"	334.00	383.00	330.00	225.00	383.00	339.00	461.00	546.00	538.00	405.00	562.00	462.00
"FBgn0050095"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00
"FBgn0050096"	358.00	413.00	387.00	247.00	377.00	296.00	355.00	395.00	444.00	401.00	449.00	377.00
"FBgn0050098"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050099"	2.00	3.00	2.00	1.00	6.00	1.00	15.00	18.00	25.00	17.00	29.00	13.00
"FBgn0050100"	200.00	199.00	167.00	158.50	209.50	186.00	126.00	136.00	117.50	186.50	257.00	197.50
"FBgn0050101"	0.00	0.00	1.00	0.00	1.00	134.00	164.00	1.00	6.00	118.00	7.00	240.00
"FBgn0050103"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0050104"	0.00	1.00	0.00	0.00	2.00	0.00	1.00	4.00	9.00	2.00	2.00	3.00
"FBgn0050105"	497.00	543.00	487.00	345.00	520.00	424.00	564.00	638.00	723.00	577.00	781.00	603.00
"FBgn0050106"	1.00	0.00	2.00	0.00	0.00	0.00	4.00	11.00	4.00	0.00	4.00	4.00
"FBgn0050108"	45.00	51.00	53.00	10.00	37.00	32.00	51.00	43.00	61.00	28.00	58.00	29.00
"FBgn0050109"	976.00	1059.00	875.00	707.00	848.00	750.00	115.00	104.00	103.00	395.00	400.00	288.00
"FBgn0050110"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050114"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00
"FBgn0050115"	34.00	26.00	35.00	66.00	63.00	146.00	278.00	370.00	394.00	415.00	497.00	513.00
"FBgn0050120"	3.97	5.31	4.00	4.60	8.53	7.84	25.41	30.73	37.39	18.15	28.02	29.33
"FBgn0050121"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050122"	7947.00	5223.00	4577.00	5950.00	5868.00	8011.00	10375.00	10383.00	11981.00	9875.00	11737.00	12412.00
"FBgn0050125"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050145"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0050147"	210.00	183.00	125.00	80.00	75.00	120.00	82.00	57.00	65.00	102.00	110.00	96.00
"FBgn0050148"	0.00	2.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	3.00	2.00	1.00
"FBgn0050151"	1.00	3.00	3.00	0.00	0.00	1.00	0.00	7.00	12.00	3.00	0.00	2.00
"FBgn0050154"	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	2.00	1.00	4.00	2.00
"FBgn0050155"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050156"	7.71	11.32	13.14	10.47	11.25	10.21	16.00	14.69	21.06	15.45	21.11	16.69
"FBgn0050157"	33.00	36.00	35.00	23.00	28.00	33.00	37.00	38.00	54.00	45.00	53.00	35.00
"FBgn0050158"	3.00	3.00	5.00	0.00	0.00	0.00	10.00	8.00	5.00	2.00	0.00	2.00
"FBgn0050159"	1437.00	1510.00	1134.00	1047.00	1156.00	1299.00	58.00	63.00	68.00	190.00	251.00	157.00
"FBgn0050160"	0.00	24.00	81.94	1.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00
"FBgn0050161"	2.00	1.00	3.00	4.00	5.00	13.00	35.00	45.00	50.00	28.00	63.00	58.00
"FBgn0050163"	0.00	3.00	1.00	4.00	9.00	10.00	24.00	31.00	35.00	35.00	60.00	43.00
"FBgn0050169"	1352.00	1419.00	1178.00	864.00	984.00	1078.00	57.00	87.00	100.00	120.00	177.00	128.00
"FBgn0050172"	1.00	2.00	16.00	0.00	0.00	7.00	8.00	18.00	17.00	5.00	6.00	12.00
"FBgn0050177"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0050178"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050181"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	3.00	0.00	0.00	0.00	0.00
"FBgn0050183"	3681.00	2844.00	2338.00	2463.00	2308.00	2899.00	321.00	328.00	408.00	576.00	748.00	495.00
"FBgn0050184"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00
"FBgn0050185"	668.00	756.00	579.00	549.00	692.00	648.00	107.00	116.00	167.00	196.00	276.00	190.00
"FBgn0050187"	6.00	4.00	3.00	7.00	4.00	11.00	14.00	12.00	31.00	21.00	33.00	36.00
"FBgn0050192"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050195"	4.00	1.00	4.00	1.00	1.00	1.00	3.00	4.00	3.00	0.00	1.00	5.00
"FBgn0050196"	0.00	0.00	1.00	0.00	0.00	3.00	3.00	3.00	5.00	0.00	0.00	3.00
"FBgn0050197"	7.00	5.00	22.00	0.00	0.00	1.00	10.00	22.00	19.00	0.00	0.00	0.00
"FBgn0050198"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050199"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050200"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050201"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050202"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050203"	2.00	0.00	2.00	0.00	0.00	0.00	3.00	5.00	1.00	3.00	0.00	0.00
"FBgn0050206"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050208"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050209"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050211"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050212"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050215"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050218"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050220"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050222"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050223"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050225"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0050227"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
